Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_6pnf_4xz7,:@computed_region_6ezc_tdp2,:@computed_region_viu7_rrfi,:@computed_region_n4xg_c4py
B171695,06/28/2017,06/28/2017,4500.00,false,false,1,2100 Block of Vallejo Street,94123,2,Marina,"(37.79559388558725, -122.4326594137498)",102,4,6,13,17,9,1,13,57,1,,,
B170539,03/02/2017,06/28/2017,27333.33,false,false,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)",5,8,4,11,11,6,2,11,54,1,,,
B170540,03/02/2017,06/28/2017,27333.33,false,false,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)",5,8,4,11,11,6,2,11,54,1,,,
B170544,03/02/2017,06/28/2017,27333.35,false,false,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)",5,8,4,11,11,6,2,11,54,1,,,
B171107,04/27/2017,06/28/2017,24000.00,false,false,2,400 Block of 15th Avenue,94118,1,Outer Richmond,"(37.77961757402667, -122.47383862666247)",5,8,4,29,26,6,2,11,54,1,,,
B170734,03/20/2017,06/27/2017,30000.00,false,false,3,500 Block of Rolph Street,94112,11,Excelsior,"(37.71198211399383, -122.43300488404333)",58,9,1,7,5,7,6,9,28861,2,,,
B170530,02/27/2017,06/27/2017,7194.00,false,false,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)",102,4,6,30,27,9,1,13,29490,1,,,
B171112,04/27/2017,06/26/2017,10000.00,false,false,1,1500 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.757529258880304, -122.5079396514707)",39,10,7,35,35,8,3,1,56,1,,,
B151127,05/07/2015,06/23/2017,90000.00,false,false,1,1300 Block of Stevenson Street,94103,6,Mission,"(37.770783954072236, -122.42159610332459)",32,1,10,20,19,2,9,8,28853,2,,,
B163643,11/22/2016,06/22/2017,52250.00,false,true,2,500 Block of Wildwood Way,94112,7,West of Twin Peaks,"(37.72752634057592, -122.46134580999292)",71,10,8,41,40,8,4,9,59,1,,,
B171095,04/24/2017,06/21/2017,23867.22,false,false,2,2700 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.73575678860747, -122.50090697881512)",40,10,7,35,35,8,3,1,29491,1,,,
B170350,02/21/2017,06/20/2017,41306.13,false,true,1,2800 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78904760859322, -122.43978096945591)",102,4,6,30,27,6,1,13,29490,1,,,
B170247,02/08/2017,06/19/2017,35000.00,false,false,2,0 Block of Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,"(37.71145766388366, -122.46836569589938)",65,10,8,24,24,8,4,9,64,2,,,
B170254,02/09/2017,06/19/2017,65000.00,false,false,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)",115,3,5,5,3,4,5,2,28862,1,,,
B170253,02/09/2017,06/19/2017,81435.08,false,false,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)",115,3,5,5,3,4,5,2,28862,1,,,
B170252,02/09/2017,06/19/2017,65000.00,false,false,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)",115,3,5,5,3,4,5,2,28862,1,,,
B170251,02/09/2017,06/19/2017,65000.00,false,false,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)",115,3,5,5,3,4,5,2,28862,1,,,
B171597,,06/16/2017,37500.00,false,false,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.71401111611438, -122.45754777679693)",81,10,1,24,24,8,6,9,28861,2,,,
B171594,,06/16/2017,17261.08,false,true,1,1300 Block of Lombard Street,94109,2,Russian Hill,"(37.80150536434447, -122.4237385576182)",107,4,6,32,32,9,1,5,28858,1,,,
B171584,,06/14/2017,60000.00,false,true,1,1600 Block of Lombard Street,94123,2,Marina,"(37.80066592248804, -122.42862451207505)",15,4,6,13,17,9,1,13,57,1,,,
B171395,05/26/2017,06/13/2017,15500.00,false,false,1,0 Block of Burlwood Drive,94127,7,West of Twin Peaks,"(37.734848865193506, -122.4542827345587)",117,9,8,41,40,7,4,9,59,1,,,
B170532,02/27/2017,06/12/2017,14000.01,false,false,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)",102,4,6,30,27,9,1,13,29490,1,,,
B170333,02/15/2017,06/12/2017,59500.00,false,false,2,6400 Block of California Street,94121,1,Outer Richmond,"(37.783754616521065, -122.48661576974355)",8,8,4,29,26,6,2,11,55,2,,,
B170633,03/13/2017,06/09/2017,9782.26,false,false,2,200 Block of Whitney Street,94131,8,Glen Park,"(37.738014884041945, -122.42730045387236)",59,9,5,10,7,7,5,2,63,1,,,
B171574,06/19/2017,06/09/2017,67000.00,false,false,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.74224321787388, -122.4250286953415)",84,9,5,22,22,7,5,2,63,1,,,
B170555,03/07/2017,06/05/2017,50000.00,false,false,1,100 Block of Edinburgh Street,94112,11,Excelsior,"(37.726650816834024, -122.42783296515827)",90,9,1,7,5,7,6,9,28861,1,,,
B170821,03/27/2017,06/05/2017,40000.00,false,false,2,0 Block of Hill Street,94110,8,Mission,"(37.756091162673115, -122.4221330709865)",52,3,5,20,19,4,5,2,28859,1,,,
B171090,04/21/2017,06/05/2017,29050.00,false,false,2,200 Block of Wilde Avenue,94134,10,Visitacion Valley,"(37.71624111455847, -122.40161921233279)",91,9,9,40,39,7,8,10,309,2,,,
B171018,04/17/2017,06/05/2017,21540.00,false,true,1,4100 Block of 25th Street,94114,8,Noe Valley,"(37.74981756764172, -122.43282827265746)",84,3,5,22,22,4,5,2,28862,1,,,
B170822,03/27/2017,06/05/2017,62600.00,false,false,1,0 Block of Hill Street,94110,8,Mission,"(37.756091162673115, -122.4221330709865)",52,3,5,20,19,4,5,2,28859,1,,,
B163932,12/27/2016,06/02/2017,29500.00,false,false,3,500 Block of South Van Ness Avenue,94110,9,Mission,"(37.76437320954438, -122.41747849169744)",53,3,2,20,19,4,7,8,28859,2,,,
B171442,,06/02/2017,28000.00,false,true,4,600 Block of San Bruno Avenue,94107,10,Potrero Hill,"(37.76141900529665, -122.40522753706023)",54,2,9,26,29,3,8,10,28856,1,,,
B170868,03/31/2017,06/02/2017,40000.00,false,false,2,700 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.73292464653632, -122.416428558162)",83,9,2,2,2,7,7,2,28859,1,,,
B163805,12/09/2016,05/31/2017,26000.00,false,false,4,200 Block of Chattanooga Street,94114,8,Noe Valley,"(37.75256939521608, -122.42633637271736)",52,3,5,22,22,4,5,2,28862,1,,,
B170550,03/03/2017,05/31/2017,14500.00,false,false,1,2900 Block of Gough Street,94123,2,Marina,"(37.800450700301035, -122.42766682238968)",15,4,6,13,17,9,1,13,57,1,,,
B170554,03/06/2017,05/31/2017,17500.00,false,false,2,500 Block of Chestnut Street,94133,3,North Beach,"(37.80383105103889, -122.41220519433145)",106,6,3,23,23,1,10,3,308,1,,,
B170431,02/24/2017,05/30/2017,57246.57,false,false,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.77513657439707, -122.44375821041992)",24,7,11,18,16,5,11,15,29492,1,,,
B170330,02/15/2017,05/30/2017,50639.36,false,false,5,2000 Block of 31st Avenue,94116,4,Sunset/Parkside,"(37.74901343277944, -122.48893236320124)",39,10,7,35,35,8,3,1,29491,1,,,
B171406,05/30/2017,05/30/2017,27219.00,false,false,3,1600 Block of 26th Avenue,94122,4,Sunset/Parkside,"(37.75670382309914, -122.48423838271981)",39,10,7,35,35,8,3,1,56,1,,,
B170183,01/31/2017,05/26/2017,53000.00,false,true,1,100 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.75290552800856, -122.44074440258413)",51,3,5,22,22,4,5,2,28862,1,,,
B170929,04/05/2017,05/26/2017,0.00,false,false,2,1800 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.75254630476204, -122.4936223634477)",39,10,7,35,35,8,3,1,56,1,,,
B170632,03/13/2017,05/23/2017,35000.00,false,false,4,700 Block of Rolph Street,94112,11,Excelsior,"(37.71185511621493, -122.43100101899225)",58,9,1,7,5,7,6,9,28861,2,,,
B170168,01/25/2017,05/22/2017,87936.00,false,false,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.7582958475983, -122.43796674933365)",115,3,5,5,3,4,5,2,28862,1,,,
B171122,05/01/2017,05/22/2017,17062.00,false,false,2,300 Block of Marietta Drive,94127,7,West of Twin Peaks,"(37.73816924250961, -122.44484904278386)",72,9,8,41,40,7,4,9,59,1,,,
B171365,,05/22/2017,57500.00,false,false,1,500 Block of Fell Street,94102,5,Hayes Valley,"(37.77547518479845, -122.42690797967896)",22,4,11,9,10,9,11,7,28852,1,,,
B170169,01/25/2017,05/22/2017,87500.00,false,false,1,200 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.7582958475983, -122.43796674933365)",115,3,5,5,3,4,5,2,28862,1,,,
B171350,,05/19/2017,2500.00,false,false,1,300 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.75732245330302, -122.42905196867623)",52,3,5,5,3,4,5,2,28862,1,,,
B170420,02/22/2017,05/17/2017,2500.00,false,false,2,1200 Block of Taylor Street,94108,3,Nob Hill,"(37.79388530616028, -122.41285182744481)",16,6,3,21,21,1,10,3,28857,1,,,
B170186,02/01/2017,05/17/2017,80000.00,false,false,4,1400 Block of Grove Street,94117,5,Hayes Valley,"(37.77566337725263, -122.44048922536118)",24,7,11,9,10,5,11,15,29492,1,,,
B163202,10/06/2016,05/16/2017,104250.00,false,false,2,200 Block of Precita Avenue,94110,9,Bernal Heights,"(37.74737475398431, -122.41550187396072)",83,9,2,2,2,7,7,2,28859,1,,,
B171330,,05/16/2017,15707.00,false,false,2,2000 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.74618112706852, -122.48826746885499)",40,10,7,35,35,8,3,1,29491,1,,,
B163453,10/28/2016,05/11/2017,27725.00,false,false,2,1700 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.77480924485927, -122.47736882066665)",5,8,4,29,26,6,2,11,55,1,,,
B162783,08/30/2016,05/10/2017,28000.00,false,false,1,0 Block of Buchanan Street,94102,8,Hayes Valley,"(37.770077899098155, -122.42659275451848)",27,7,5,9,10,9,5,7,28852,1,,,
B170130,01/18/2017,05/10/2017,6000.00,false,false,1,400 Block of 4th Avenue,94118,1,Inner Richmond,"(37.78015194969259, -122.4620017283244)",5,8,4,11,11,6,2,11,54,1,,,
B171030,04/20/2017,05/10/2017,78091.95,false,false,1,2100 Block of Mason Street,94133,3,North Beach,"(37.8033031859607, -122.41306020756791)",106,6,3,23,23,1,10,3,308,1,,,
B163619,11/16/2016,05/09/2017,90000.00,false,false,2,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786145825, -122.41688016206659)",53,3,2,20,19,4,7,2,28859,2,,,
B163625,11/15/2016,05/09/2017,70000.00,false,false,1,800 Block of South Van Ness Avenue,94110,9,Mission,"(37.759569786145825, -122.41688016206659)",53,3,2,20,19,4,7,2,28859,2,,,
B170335,02/16/2017,05/09/2017,41380.00,false,true,2,700 Block of Cole Street,94117,5,Haight Ashbury,"(37.76813749459181, -122.45035983368199)",29,7,11,3,9,5,11,15,29492,1,,,
B170660,03/20/2017,05/08/2017,15000.00,false,false,2,2400 Block of 22nd Avenue,94116,4,Sunset/Parkside,"(37.7419788547491, -122.47877052218162)",40,10,7,35,35,8,3,1,29491,1,,,
B162565,08/10/2016,05/05/2017,27000.00,false,false,1,100 Block of Charles Street,94131,8,Glen Park,"(37.738336951880164, -122.4256608010048)",59,9,5,10,7,7,5,2,63,1,,,
B153248,11/20/2015,05/04/2017,17201.00,false,false,1,700 Block of 12th Avenue,94118,1,Inner Richmond,"(37.7741398847333, -122.4702993802904)",5,8,4,11,11,6,2,11,54,1,,,
B162674,08/19/2016,05/04/2017,54000.00,false,false,1,5700 Block of Geary Boulevard,94121,1,Outer Richmond,"(37.780134514595304, -122.48097066287623)",8,8,4,29,26,6,2,11,55,1,,,
B170322,02/13/2017,05/03/2017,30000.00,false,false,1,500 Block of Oak Street,94102,5,Hayes Valley,"(37.774339185796045, -122.42837330301447)",22,4,11,9,10,9,11,7,28852,1,,,
B163802,12/09/2016,05/02/2017,20000.00,false,true,1,600 Block of Spruce Street,94118,2,Presidio Heights,"(37.78287729286783, -122.45347886643872)",11,8,6,31,31,6,1,11,54,1,,,
B170615,03/08/2017,05/02/2017,18500.00,false,false,1,0 Block of Hopkins Avenue,94131,8,Twin Peaks,"(37.75298974945558, -122.44416699016192)",51,7,5,38,38,5,5,2,63,1,,,
B170257,02/09/2017,04/28/2017,20000.00,false,false,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.74217401969683, -122.4261711580629)",84,9,5,22,22,7,5,2,63,1,,,
B170163,01/24/2017,04/27/2017,29630.00,false,true,2,300 Block of Lawton Street,94122,7,Inner Sunset,"(37.7584759615909, -122.46646010322289)",109,10,8,14,12,8,4,1,56,1,,,
B170630,03/10/2017,04/26/2017,10000.00,false,false,2,100 Block of Buena Vista Terrace,94117,8,Castro/Upper Market,"(37.766922802185555, -122.43810789351438)",113,7,5,5,3,5,5,15,28862,1,,,
B170535,03/02/2017,04/25/2017,21000.00,false,false,2,300 Block of Laguna Street,94102,5,Hayes Valley,"(37.77437423837095, -122.42577308026931)",26,4,11,9,10,9,11,7,28852,1,,,
B171089,04/21/2017,04/21/2017,10000.00,false,false,1,600 Block of Octavia Street,94102,5,Hayes Valley,"(37.778313601789115, -122.4248827168687)",22,4,11,9,10,9,11,7,28852,1,,,
B170436,02/27/2017,04/21/2017,4500.00,false,false,2,600 Block of 33rd Avenue,94121,1,Outer Richmond,"(37.776839383036275, -122.49317511138476)",8,8,4,29,26,6,2,11,55,1,,,
B170343,02/17/2017,04/19/2017,28000.00,false,false,2,0 Block of Lee Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.71910631348553, -122.45401979515046)",64,10,1,24,24,8,6,9,28861,2,,,
B162284,07/07/2016,04/18/2017,60001.00,false,false,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)",37,3,5,20,19,4,5,8,28853,2,,,
B163546,11/02/2016,04/17/2017,88400.35,false,false,2,400 Block of Hoffman Avenue,94114,8,Noe Valley,"(37.75009715360495, -122.44060626027331)",51,3,5,22,22,4,5,2,28862,1,,,
B170184,02/01/2017,04/17/2017,47484.00,false,false,4,1400 Block of Hayes Street,94117,5,Hayes Valley,"(37.7747270865491, -122.44029934899443)",24,7,11,9,10,5,11,15,29492,1,,,
B163647,11/23/2016,04/12/2017,42000.00,false,false,2,1400 Block of Funston Avenue,94122,7,Inner Sunset,"(37.76105831635612, -122.47033070549882)",109,10,8,14,12,8,4,1,56,1,,,
B170444,02/27/2017,04/12/2017,2450.00,false,true,1,0 Block of Nordhoff Street,94131,8,West of Twin Peaks,"(37.733792512586334, -122.44096830509041)",95,9,5,41,40,7,5,9,63,1,,,
B170246,02/07/2017,04/12/2017,9960.00,false,false,2,700 Block of Athens Street,94112,11,Excelsior,"(37.716171560796376, -122.43248196399296)",90,9,1,7,5,7,6,9,28861,2,,,
B170072,01/11/2017,04/11/2017,80000.00,false,false,2,1500 Block of Mcallister Street,94115,5,Western Addition,"(37.77784606015006, -122.43752011909308)",23,4,11,39,41,5,11,15,29492,1,,,
B163790,12/06/2016,04/11/2017,35000.00,false,false,1,0 Block of Lower Terrace,94114,8,Castro/Upper Market,"(37.762935029682, -122.44149699875389)",113,7,5,5,3,5,5,15,28862,1,,,
B162407,07/22/2016,04/10/2017,50000.00,false,false,4,1300 Block of Mcallister Street,94115,5,Western Addition,"(37.77837185803356, -122.43424083730447)",97,4,11,39,41,5,11,15,29490,2,,,
B163178,09/28/2016,04/10/2017,85000.00,false,true,2,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786006, -122.42464616916713)",26,4,11,9,10,9,11,7,28852,1,,,
B163622,11/15/2016,04/10/2017,115000.00,false,false,2,100 Block of Alhambra Street,94123,2,Marina,"(37.80203494370049, -122.43883200213246)",17,4,6,13,17,9,1,13,57,1,,,
B170319,02/10/2017,04/10/2017,8000.00,false,false,2,1700 Block of Vallejo Street,94123,2,Pacific Heights,"(37.796322545940704, -122.42606034408674)",102,4,6,30,27,9,1,13,28858,1,,,
B170231,02/02/2017,04/05/2017,5310.00,false,false,1,1500 Block of 43rd Avenue,94122,4,Sunset/Parkside,"(37.757770434908814, -122.5024470132012)",39,10,7,35,35,8,3,1,56,1,,,
B170079,01/17/2017,04/04/2017,36000.00,false,false,1,1900 Block of Fell Street,94117,5,Lone Mountain/USF,"(37.77252751277513, -122.44997600132842)",24,7,11,18,16,5,11,15,29492,1,,,
B170245,02/07/2017,03/30/2017,,true,false,1,1000 Block of Ingerson Avenue,94124,10,Bayview Hunters Point,"(37.71968912871711, -122.39387658937704)",88,2,9,1,1,3,8,10,58,2,,,
B170170,01/27/2017,03/30/2017,31556.65,false,false,2,600 Block of 4th Avenue,94118,1,Inner Richmond,"(37.77640274575908, -122.46173174507867)",5,8,4,11,11,6,2,11,54,1,,,
B153398,12/11/2015,03/29/2017,66313.27,false,false,3,1600 Block of Vallejo Street,94123,2,Marina,"(37.796640416325836, -122.42443654707388)",102,4,6,13,17,9,1,13,28858,1,,,
B163798,12/08/2016,03/29/2017,20000.00,false,false,2,600 Block of Ofarrell Street,94109,6,Tenderloin,"(37.78543647979161, -122.41533612916494)",20,5,10,36,36,10,9,7,28858,2,1,,
B170855,03/28/2017,03/28/2017,55000.00,false,true,1,2200 Block of Clement Street,94121,1,Outer Richmond,"(37.78204435056333, -122.48326578535983)",8,8,4,29,26,6,2,11,55,2,,,
B162283,07/07/2016,03/27/2017,99999.28,false,false,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)",37,3,5,20,19,4,5,8,28853,2,,,
B163172,09/27/2016,03/24/2017,50000.00,false,true,2,200 Block of Downey Street,94117,5,Haight Ashbury,"(37.76541825789241, -122.4467836390964)",114,7,11,3,9,5,11,15,29492,1,,,
B162919,09/13/2016,03/24/2017,30000.00,false,false,1,200 Block of Downey Street,94117,5,Haight Ashbury,"(37.76541825789241, -122.4467836390964)",114,7,11,3,9,5,11,15,29492,1,,,
B163803,12/09/2016,03/23/2017,25000.00,false,true,2,3900 Block of 18th Street,94114,8,Castro/Upper Market,"(37.76114316824529, -122.4316887894877)",38,3,5,5,3,4,5,15,28862,1,,,
B170157,01/23/2017,03/20/2017,38504.00,false,true,2,2300 Block of Balboa Street,94121,1,Outer Richmond,"(37.77627175029383, -122.48392141476957)",8,8,4,29,26,6,2,11,55,1,,,
B163188,10/03/2016,03/20/2017,75000.00,false,true,2,100 Block of Wood Street,94118,1,Lone Mountain/USF,"(37.78152103879187, -122.44898765370768)",12,7,4,18,16,6,2,15,54,1,,,
B160820,02/23/2016,03/20/2017,86250.00,false,false,1,100 Block of Bartlett Street,94110,9,Mission,"(37.75457187063358, -122.41971271380537)",53,3,2,20,19,4,7,2,28859,2,,,
B170155,01/20/2017,03/20/2017,65000.00,false,true,2,400 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77927170466791, -122.48137908499322)",8,8,4,29,26,6,2,11,55,1,,,
B163448,10/27/2016,03/17/2017,52832.80,false,false,2,700 Block of Clipper Street,94114,8,Noe Valley,"(37.74869651396314, -122.44044923887064)",51,3,5,22,22,4,5,2,28862,1,,,
B170620,,03/09/2017,,true,false,1,0 Block of Hearst Avenue,94131,7,West of Twin Peaks,"(37.73079038041245, -122.4392155610882)",95,9,8,41,40,7,4,9,63,1,,,
B162285,07/07/2016,03/06/2017,100006.81,false,false,1,1800 Block of 15th Street,94103,8,Mission,"(37.76632253141771, -122.42472387063577)",37,3,5,20,19,4,5,8,28853,2,,,
B163933,12/30/2016,03/06/2017,32000.00,false,true,3,1200 Block of 9th Avenue,94122,5,Inner Sunset,"(37.76497778591101, -122.46644563790026)",109,10,11,14,12,8,11,11,56,1,,,
B170429,02/24/2017,03/06/2017,,true,false,1,1200 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.76436014145552, -122.48047205453335)",39,10,7,35,35,8,3,1,56,1,,,
B162862,09/09/2016,03/02/2017,60000.00,false,false,2,800 Block of Hyde Street,94109,3,Nob Hill,"(37.788652789761905, -122.41685368982021)",50,6,3,21,21,1,10,13,28858,2,,,
B162520,08/02/2016,03/01/2017,14500.00,false,false,2,0 Block of Malta Drive,94131,7,West of Twin Peaks,"(37.7354310005362, -122.44394969074942)",72,9,8,41,40,7,4,9,63,1,,,
B163452,10/28/2016,02/27/2017,50000.00,false,false,3,1700 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.77480924485927, -122.47736882066665)",5,8,4,29,26,6,2,11,55,1,,,
B163880,12/22/2016,02/27/2017,38000.00,false,true,1,1400 Block of Broadway Street,94109,3,Russian Hill,"(37.796135045967986, -122.42095180679671)",105,4,3,32,32,9,10,13,28858,1,,,
B152626,09/25/2015,02/27/2017,49258.67,false,false,1,700 Block of 20th Avenue,94121,1,Outer Richmond,"(37.77375097634216, -122.47883523859728)",8,8,4,29,26,6,2,11,55,1,,,
B162725,08/23/2016,02/24/2017,20000.00,false,false,1,1400 Block of Revere Avenue,94124,10,Bayview Hunters Point,"(37.730029721579896, -122.38739556764578)",86,2,9,1,1,3,8,10,58,2,,,
B163563,11/14/2016,02/22/2017,102053.00,false,false,1,900 Block of Greenwich Street,94133,3,Russian Hill,"(37.80150150676859, -122.41553062736577)",107,6,3,32,32,1,10,5,308,1,,,
B162400,07/20/2016,02/22/2017,60000.00,false,false,4,1200 Block of 30th Avenue,94122,4,Sunset/Parkside,"(37.763988755256335, -122.48890682525288)",39,10,7,35,35,8,3,1,56,1,,,
B163445,10/26/2016,02/22/2017,130000.00,false,false,1,2800 Block of Folsom Street,94110,9,Mission,"(37.75170866940289, -122.41393694174019)",53,3,2,20,19,4,7,2,28859,2,,,
B170419,,02/21/2017,40000.00,false,false,2,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.755664479278025, -122.50780835154737)",39,10,7,35,35,8,3,1,56,1,,,
B170238,02/06/2017,02/17/2017,12000.00,false,false,2,2600 Block of Phelps Street,94124,10,Bayview Hunters Point,"(37.72892974515421, -122.4011706893561)",87,2,9,1,1,3,8,10,58,2,,,
B163200,10/06/2016,02/16/2017,60750.00,false,false,2,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671476, -122.46055272384265)",109,7,11,14,12,5,11,15,29492,1,,,
B161394,04/18/2016,02/16/2017,96785.00,false,true,1,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)",84,3,5,22,22,4,5,2,28862,1,,,
B170433,,02/16/2017,96785.00,false,true,2,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)",84,3,5,22,22,4,5,2,28862,1,,,
B162977,09/21/2016,02/16/2017,96785.00,false,true,2,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)",84,3,5,22,22,4,5,2,28862,1,,,
B161588,05/10/2016,02/15/2017,50000.00,false,false,1,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674454, -122.44229944730586)",24,7,11,18,16,5,11,15,29492,1,,,
B163558,11/08/2016,02/14/2017,30000.00,false,false,2,1000 Block of Natoma Street,94103,6,Mission,"(37.773137785633764, -122.4164569777133)",32,1,10,20,19,2,9,8,28853,2,1,,1
B163295,10/13/2016,02/08/2017,35000.00,false,false,1,600 Block of 32nd Avenue,94121,1,Outer Richmond,"(37.776888209878315, -122.49209625015483)",8,8,4,29,26,6,2,11,55,1,,,
B163299,10/17/2016,02/08/2017,65000.00,false,false,1,2200 Block of Sutter Street,94115,2,Pacific Heights,"(37.785617808192264, -122.43739272483185)",103,4,6,30,27,6,1,13,29490,1,,,
B170244,,02/06/2017,12500.00,false,false,1,2200 Block of Sutter Street,94115,5,Japantown,"(37.78550932215038, -122.43737095413279)",103,4,11,15,13,6,11,13,29490,2,,,
B163723,11/30/2016,02/06/2017,63500.00,false,false,4,1800 Block of Lyon Street,94115,2,Pacific Heights,"(37.787909628656074, -122.44542707282666)",102,8,6,30,27,6,1,13,29490,1,,,
B162864,09/12/2016,02/06/2017,57400.00,false,false,3,1600 Block of 24th Avenue,94122,4,Sunset/Parkside,"(37.7567983541019, -122.48209445546141)",39,10,7,35,35,8,3,1,56,1,,,
B163547,11/03/2016,02/06/2017,45000.00,false,false,1,3500 Block of Anza Street,94121,1,Outer Richmond,"(37.778038158697086, -122.4861985155419)",8,8,4,29,26,6,2,11,55,1,,,
B163876,12/21/2016,02/06/2017,10000.00,false,false,2,2200 Block of Bryant Street,94110,9,Mission,"(37.7580152332421, -122.40967265363179)",53,3,2,20,19,4,7,2,28859,2,,,
B163376,10/20/2016,02/02/2017,24320.00,false,false,2,200 Block of Richland Avenue,94110,9,Bernal Heights,"(37.73590726137046, -122.42165327531018)",61,9,2,2,2,7,7,2,28859,1,,,
B163795,12/07/2016,01/31/2017,50000.00,false,true,1,100 Block of Nueva Avenue,94134,10,Bayview Hunters Point,"(37.712118208366086, -122.39706939527474)",89,2,9,1,1,3,8,10,309,1,,,
B163160,09/23/2016,01/31/2017,49552.50,false,false,1,100 Block of Baker Street,94117,5,Haight Ashbury,"(37.77225469535942, -122.44057235640129)",112,7,11,3,9,5,11,15,29492,1,,,
B162184,06/22/2016,01/30/2017,100000.00,false,false,2,3300 Block of Scott Street,94123,2,Marina,"(37.800666721219585, -122.44120448942861)",17,4,6,13,17,9,1,13,57,1,,,
B163634,11/18/2016,01/27/2017,70000.00,false,false,2,900 Block of York Street,94110,9,Mission,"(37.75684877590541, -122.4086442411381)",53,3,2,20,19,4,7,2,28859,2,,,
B160990,03/08/2016,01/26/2017,25000.00,false,false,1,2500 Block of Lake Street,94121,2,Outer Richmond,"(37.78561814834195, -122.48675112283146)",2,8,6,29,26,6,1,11,55,2,,,
B163794,12/07/2016,01/25/2017,30000.00,false,false,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.71401111611438, -122.45754777679693)",81,10,1,24,24,8,6,9,28861,2,,,
B162052,06/13/2016,01/25/2017,22597.00,false,false,6,400 Block of Moscow Street,94112,11,Excelsior,"(37.72051272815517, -122.42828403638278)",90,9,1,7,5,7,6,9,28861,2,,,
B163721,11/29/2016,01/24/2017,27500.00,false,true,2,2200 Block of California Street,94115,2,Pacific Heights,"(37.78927410141738, -122.43138479244637)",102,4,6,30,27,9,1,13,29490,1,,,
B163375,10/20/2016,01/20/2017,40000.00,false,true,2,1500 Block of Treat Avenue,94110,9,Bernal Heights,"(37.74569939418657, -122.41236923877251)",83,9,2,2,2,7,7,2,28859,1,,,
B163565,11/15/2016,01/19/2017,7500.00,false,false,1,2600 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78947120182999, -122.43648505590421)",102,4,6,30,27,6,1,13,29490,1,,,
B162397,07/19/2016,01/18/2017,95000.00,false,false,3,2600 Block of Hyde Street,94109,2,Russian Hill,"(37.805469679139684, -122.42038774241736)",98,6,6,32,32,1,1,5,28858,1,,,
